text,severity,resolution,product
Form missing state visible/showing,normal,FIXED,Core
Atkobject that scrolled off should be VISIBLE but not SHOWING,normal,FIXED,Core
Provide safe way to access XPCNativeWrapper.wrappedJSObject.,normal,FIXED,Core
Problem with XForms using itemsets across models,critical,FIXED,Core
Reset master password confirmation dialog should be opened as a dialog.,normal,FIXED,Core
cocoa native theme code needs to flush cairo clip before drawing,normal,FIXED,Core
"Menu items should have action ""click""",normal,FIXED,Core
"Crash [@ nsGetInterface::operator()] with designMode iframes, removing styles, removing iframes, reloading, etc",critical,FIXED,Core
Tooltips receive focus?,normal,FIXED,Core
Home page entry box shows embed character,normal,FIXED,Core
"Remove the obsolete Windows ""A"" style API calls in nsWindowsRegKey",minor,FIXED,Core
Standardize Cairo Pixel construction and clean the PNG decoder a little,normal,FIXED,Core
Namespace/package for interfaces?,normal,FIXED,Core
"On Darwin, Makefile.ref using libtool incorrectly builds libjs.so as a static library",minor,FIXED,Core
Implement new-atk,normal,FIXED,Core
adoptNode should update mMutationBits of the possible |window| object.,normal,FIXED,Core
Plugin placeholders should be inline-block,normal,FIXED,Core
Unnecessary looping over collapsed children in nsSprocketLayout,normal,FIXED,Core
datepicker issues,normal,FIXED,Core
Implement font-size-adjust on Mac,normal,FIXED,Core
[FIX] mInNotification has a random value in XML,normal,FIXED,Core
Security hole in XPCSafeJSObjectWrapper,normal,FIXED,Core
set cairo endianness macros in a sane way,major,FIXED,Core
test_pipe.js failing in TUnit,normal,FIXED,Core
::before { display: inline-block; } behaves like display: block;,normal,FIXED,Core
update-packaging doesn't properly reference mar binary,normal,FIXED,Core
bump copyright year to 2006,normal,FIXED,Core
"REFTEST 368020-1, 3, 4 all passing unexpectedly",normal,FIXED,Core
Feed preview often doesn't show nothing,major,FIXED,Core
reftest bugs/9458-basic-1.html failing on Windows,normal,FIXED,Core
reftest bugs/9458-valign-1 failing on windows,normal,FIXED,Core
reftest bugs/9458-valign-2 failing on windows,normal,FIXED,Core
reftest bugs/9458-width-1a failing on windows,normal,FIXED,Core
reftest bugs/9458-width-1b failing on windows,normal,FIXED,Core
reftest bugs/9458-zorder-4 failing on windows,normal,FIXED,Core
reftest bugs/9458-zorder-5 failing on windows,normal,FIXED,Core
reftest bugs/328829-1 failing on linux & windows,normal,FIXED,Core
ENABLE_TESTS has side effects that include affecting build packaging,normal,FIXED,Core
sub status undefined in js/tests/mklistpage.pl,trivial,FIXED,Core
PAC privilege escalation (variant of Bug 337389),normal,FIXED,Core
Unable to Import personal certificate,major,FIXED,Core
[FIX]Bug 243370 landing regressed tests from bug 335628,normal,FIXED,Core
[FIX] Hoist TryToScrollToRef to nsContentSink.,normal,FIXED,Core
"In XHTML sent with application/xhtml+xml, offsetWidth is calculated only on window.onload event",normal,FIXED,Core
nsCanvasRenderingContext2D::DrawWindow should flush layout on child frames,normal,FIXED,Core
Switch nsSVGPathGeometryFrame to thebes,normal,FIXED,Core
Crash [@ NS_GetInnermostURI] when calling addBinding with null as the second parameter,critical,FIXED,Core
[FIX]Some methods which aren't NS_IMETHOD are marked so in nsContentSink,normal,FIXED,Core
[FIX]Optionally return the channel from the sync version of NS_OpenURI,normal,FIXED,Core
Cursor right-alligned in about:config,normal,FIXED,Core
Crash [@ FindBlockFrameOrBR] when triple-clicking somewhere in the testcase which uses -moz-user-select: none;,critical,FIXED,Core
Clicking install themes button will toggle between save to disk and software installation window,normal,FIXED,Core
some characters missing at drawing,major,FIXED,Core
"""###!!! ASSERTION: Nested first-line frames? BOGUS""",normal,FIXED,Core
Deadlock in JS/XPCOM proxy,normal,FIXED,Core
nsIPresShell::BidiStyleChangeReflow is never used,normal,FIXED,Core
JavaScript Tests - update test template copyright,trivial,FIXED,Core
<svg:switch> should be SVGTransformable,normal,FIXED,Core
[FIX]Clean up mPostedEvents a bit in nsCSSLoader,normal,FIXED,Core
Hebrew (RTL) Gmail layout is broken,normal,FIXED,Core
Text moves when selecting text with letter-spacing and UTF-8 characters,normal,FIXED,Core
"""ASSERTION: unbalanced Will/DidModify calls"" and scary crash involving DOMNodeRemoved and SVG filters",critical,FIXED,Core
Change nsIEditor to remove readonly on transactionManager,trivial,FIXED,Core
[cocoa-cairo] mac icon decoder broken under cairo,normal,FIXED,Core
nsIPref should have @status DEPRECATED,trivial,FIXED,Core
Arbitrary code execution by using javascript: url with <img> tag,normal,FIXED,Core
Cross-window/openDialog object reference handling broken in post 2006-11-09 builds,major,FIXED,Core
"atob("""") causes ""ASSERTION: index exceeds allowable range"" in nsTString.h",normal,FIXED,Core
replace IsBlockLevel with IsBlockInside and IsBlockOutside,normal,FIXED,Core
crash on xslt testcase,normal,FIXED,Core
"Support tab key event for navigation, :focus",major,FIXED,Core
Mingw build error in nsLayoutModule.cpp,normal,FIXED,Core
getTextAtOffset joins line with only \n,normal,FIXED,Core
bump trunk version number to 1.9a3pre/3.0a3pre,normal,FIXED,Core
DHTML Speadsheet text with alert windows not read by screen reader,normal,FIXED,Core
Calling ctx.putImageData() doesn't redraw,normal,FIXED,Core
Crash [@ nsLineBox::DisableResizeReflowOptimization] with MathML and <td>,critical,FIXED,Core
Remove nsXULElement::MaybeTriggerAutoLink,normal,FIXED,Core
Broken link to Netscape Cookie Specification page in cookies.txt file,trivial,FIXED,Core
XULSortServiceImpl leaks array of contentSortInfo,normal,FIXED,Core
crash [ @ nsDOMConstructor::HasInstance ],normal,FIXED,Core
Cocoa nsFilePicker.mm doesn't work when using AppendFilter twice,critical,FIXED,Core
Table cell state does not indicate if item is checked,major,FIXED,Core
Remove support for move by sentence -- being deprecated in ATK/AT-SPI and IA2,normal,FIXED,Core
The negative outline-offset is broken by bug 287624,normal,FIXED,Core
cannot open menu on non-primary display,major,FIXED,Core
Refactor gfxPangoFont/gfxPangoFontGroup/gfxPangoTextRun,normal,FIXED,Core
remove nsIXMLContent,normal,FIXED,Core
[reflow branch] Horizontal scrollbar on hetfotoalbum.nl,normal,FIXED,Core
3 inline-table reftests fail on mac,normal,FIXED,Core
MOZ_GFX_TOOLKIT should be more accurate (in autoconf.mk),normal,FIXED,Core
[FIX]XML_HTTP_REQUEST_ROOTED can be removed,normal,FIXED,Core
"""ASSERTION: A frame but no DOM element!?"" removing a <frame> whose onunload handler tries to load another page",normal,FIXED,Core
Yet Another Cleanup Thebes APIs Bug,normal,FIXED,Core
[FIX]Changing the type attribute of form controls needs to notify about various state changes,normal,FIXED,Core
Change about:licence to link to instructions to get code from CVS,normal,FIXED,Core
"""ASSERTION: wrong frame type"" with defs.getBBox()",normal,FIXED,Core
Remove unused nsIDOM*foo*Listener interfaces,normal,FIXED,Core
Mistake in PSM's OCSP pref switching code,normal,FIXED,Core
PAC privilege escalation using Array.prototype methods,normal,FIXED,Core
inner function declaration in let-induced outer function body block gets wrong scope,critical,FIXED,Core
Crash [@ nsCellMapColumnIterator::GetNextFrame] with zero rowspan,critical,FIXED,Core
nsPresContext::mImageLoaders uses wrong key,normal,FIXED,Core
"###!!! ASSERTION: *** XBL doc with no root element! Something went horribly wrong! ***: 'Error', file m:/trunk/mozilla/content/xbl/src/nsXBLService.cpp, line 417",major,FIXED,Core
Move IsBidiFormControl from nsHTMLReflowState to nsBlockFrame,normal,FIXED,Core
"Focus change between onKeyDown and onKeyPress, allowing to read arbitary files using <input type=file> (Zalewski Firefox focus stealing vulnerability)",major,FIXED,Core
getfuns does not call SAVE_SP_AND_PC,critical,FIXED,Core
New ATK: expose AtkImage interface,normal,FIXED,Core
nsSVGUtils.h mis-forward-declares struct gfxMatrix as a class,trivial,FIXED,Core
Cleanup view header includes,normal,FIXED,Core
reftest fails on first invocation on Mac,normal,FIXED,Core
Shouldn't be possible to style scrollbars in XUL,normal,FIXED,Core
Windows Media Player Dynamic Plugin Crash Regression,major,FIXED,Core
Shutdown crash in Mail after sending and reading a message.,critical,FIXED,Core
Changing the 'transform' attribute of a foreignObject has no effect,normal,FIXED,Core
feTurbluence element with numOctaves >= 10 hangs up,normal,FIXED,Core
support accesskey attribute,normal,FIXED,Core
Static CellDataArray causes leak stat problems,minor,FIXED,Core
reftest bugs/335628-1 failing on linux & windows,normal,FIXED,Core
support navindex attribute,normal,FIXED,Core
ASSERTION: frame not dirty: 'aFrame->GetStateBits() & (NS_FRAME_IS_DIRTY | NS_FRAME_HAS_DIRTY_CHILDREN)' on changing page direction,normal,FIXED,Core
Provide API for wrapping XPCOM and Java objects,normal,FIXED,Core
Assert: Must have usable originating data here + crash,critical,FIXED,Core
"Content doubling, ""ASSERTION: DeletingFrameSubtree on a special frame"" and ""ASSERTION: no common ancestor at all???"" with first-letter, block-in-inline",normal,FIXED,Core
"Content doubling, ""ASSERTION: DeletingFrameSubtree on a special frame."" with :first-letter and block-in-inline",normal,FIXED,Core
Unused variables in xpccomponents.cpp (cause compiler warnings),trivial,FIXED,Core
use spin controls for xhtml/xul calendars,normal,FIXED,Core
trace-malloc should override additional functions,normal,FIXED,Core
Get rid of SetAltDevice and friends,normal,FIXED,Core
Expose buttons with popup as ROLE_SYSTEM_BUTTONMENU,normal,FIXED,Core
Expose role/behaviour of xul cyclers,normal,FIXED,Core
crash with old iexploder testcase,critical,FIXED,Core
Areas previously occupied by a foreignObject aren't repainted,normal,FIXED,Core
Kill nsISVGContent,normal,FIXED,Core
Enhance PSM's SSL handling on blocking sockets,normal,FIXED,Core
Removed unused flag NS_BLOCK_SHRINK_WRAP,normal,FIXED,Core
Cleanup in layout/forms,normal,FIXED,Core
Replace nsIDeviceContext::GetDeviceContextFor with nsIDeviceContext::Init,normal,FIXED,Core
mkdepend failure at layout/build/nsLayoutModule.cpp,normal,FIXED,Core
provide accessible label for xul,normal,FIXED,Core
Zalewski cookie stealing / same-domain bypass vulnerability,major,FIXED,Core
large sharp variable numbers are silently rounded down,normal,FIXED,Core
Add nsPIDOMEventTarget and kill nsIChromeEventHandler,normal,FIXED,Core
extend nsITheme to support native focus drawing,normal,FIXED,Core
[FIX]Create an API to control javascript: execution on a per-channel basis,normal,FIXED,Core
Thunderbird crash @[nsAccessible::TextLength],normal,FIXED,Core
Don't throw exception when no accessible for node in nsIAccessibleRetrieval::getAccessibleFor() and friends,normal,FIXED,Core
navigate methods of nsIAccessNode throws exception,normal,FIXED,Core
"Support let bindings, blocks, and expressions in JS1.7",normal,FIXED,Core
Firefox 2.0.0.1 and later breaks automatic client certificate authentification,major,FIXED,Core
[FIX]object/embed should implement nsIChromeEventHandler,normal,FIXED,Core
Crash When Printing,normal,FIXED,Core
Allow <marquee> inside <p>,normal,FIXED,Core
<embed> shouldn't close P,normal,FIXED,Core
TextArea not firing onchange event,major,FIXED,Core
reftest 351641-1a and 351641-1b failing because of table cell-padding or font rendering,normal,FIXED,Core
"cocoa native text fields draw outside bounds, have incorrect border/padding setup",normal,FIXED,Core
GC hazard in GetProperty from jsxml.c,critical,FIXED,Core
Decompiler escapes line breaks and backslashes in E4X CDATA literals,normal,FIXED,Core
"cocoa native buttons draw outside bounds, have incorrect border/padding setup",normal,FIXED,Core
<marquee> inside white-space:pre elements acts bad,normal,FIXED,Core
Stop using views in SVG,normal,FIXED,Core
Crash [@ nsStyleBorder::SetBorderStyle] when setting layout.css.dpi pref to 30000,critical,FIXED,Core
Illegal changing of the innerHTML property when designMode set too off.,normal,FIXED,Core
"Backspace deletes the character in front of the caret, after deleting a span",normal,FIXED,Core
nsIDOMXULSelectControlElement needs an itemCount property,normal,FIXED,Core
"Need method for copying runtime DLLs when building with VC9/""Orcas""",normal,FIXED,Core
npunix.c is missing lots of function pointer copying and will break with older browsers,normal,FIXED,Core
WRONG_DOCUMENT_ERR not thrown for Range.compareBoundaryPoints,normal,FIXED,Core
Vertical RTL marquee appears outside its container,normal,FIXED,Core
Remove use of views from layout/inspector,normal,FIXED,Core
"Stop using views for event.pageX/Y, event.layerX/Y, image.x/y",normal,FIXED,Core
Stop using gParentWnd in nsDeviceContextSpecWin,normal,FIXED,Core
poor copy paste for of nsIListControlFrame to nsIImageControlFrame,normal,FIXED,Core
width distribution of spanning cells suffers from rounding error,normal,FIXED,Core
"ASSERTION: Bogus increment: 'aIncrement >= 0', file nsCellMap.cpp, line 2767",normal,FIXED,Core
use a separate reftest manifest for XUL testcases,normal,FIXED,Core
Large Images rescale to nothing - cannot be displayed,major,FIXED,Core
"Unnecessary signed-unsigned casts, warnings in xpidl_util.c",minor,FIXED,Core
Make cycle collection through JS objects more reliable,normal,FIXED,Core
"Error message, plus warnings, for valid ""offset"" attribute on <stop>",normal,FIXED,Core
"filter.href triggers ""ASSERTION: hmm? CanCallNow failed in XPCWrappedNative::CallMethod. We are finding out about this late!""",normal,FIXED,Core
crash in venkman [@ nsContentTreeOwner::SetEnabled],normal,FIXED,Core
skip refreshing of xf:select if instance data isn't changed,normal,FIXED,Core
Incorrect characters is entered from the keyboard when system code page is CP1125 or CP1131,normal,FIXED,Core
"Filter elements that memcpy images incorrect for non 0,0-100%,100% subregions",normal,FIXED,Core
"Crash [@ nsCellMapColumnIterator::GetNextFrame] with MathML mtr, rowspan",critical,FIXED,Core
rounding problems in layout/reftests/table-width/percent-truncation-3.html,normal,FIXED,Core
