text,severity,resolution,product,text_hash,thesis_class
Minor dictionary tweaks,trivial,FIXED,Core,45f2783c061ac3577a6652500c7056dda9d26ad76d5e5ddc2dce1f01dc6aa6c4,play
print() is buggy with non-ASCII strings,normal,FIXED,Core,e2cddacd30894c12dff8293ea65302c7ee04ae5ca278a3d65e6959a0d45c55f3,pausa
Wrong JSRuntime teardown order leads to incorrect free,normal,FIXED,Core,51b95f20a2ab59a0766e176b4f7871a1dc5bdaede93faf7f039e5a39121a93c4,pausa
"eval of function x() in a function with ""var x"" and ""let x"" overwrites the wrong x",normal,FIXED,Core,92522868b62e065392bd3f76d1e2c5b4f874bab61cf2b42ef51c3e7266e02bf2,pausa
Screen readers incorrectly report line and column position,normal,FIXED,Core,76cb0e620707a36cb44da9dec7236e733fe4194e553d8d32ffe92da6a02a6f34,pausa
add empty implementation for IAccessibleTable::summary,normal,FIXED,Core,d9718b1ef26c88884d8428718111e789a50bf1540fedfaad8e6a965f8fc16c48,pausa
Setting role on table leads to nodes being <dead> in accerciser,major,FIXED,Core,aff08f8feacfc87c5dd01a2685636fc48893440e09cab1fb9fb2ec8f854e119f,pausa
Implement version checking for nspr and nss,normal,FIXED,Core,c6467d4037ca13c2bcb35b6bef206ce95ad16bffca10662cfe5804790889a00c,pausa
No focus events from message header table when a row is deleted,critical,FIXED,Core,2ad75a2aea60e97f4b9ddc9871414f6229e4ade9219e436c5794a6465309fa3f,stop
Bottom border of title bar on Leopard does not dim properly,normal,FIXED,Core,b5311942095b2f32c7ffc665e8dc8260965b55e8ea51439f3b6592dc9591a442,pausa
"""Assertion failure: (c2 <= cs->length) && (c1 <= c2)"" with /[\[-h]/i",critical,FIXED,Core,d4e466c6c53bcdde4cc1c40d9f802619edf9902e43294517a68ab4a23452fd3d,stop
Huge Speed Drop in Array Manipulation,normal,FIXED,Core,597386f08be6dd929eace1f58495c3953ee4d6992ee387c8764bb7f380d0dcdc,pausa
Empty frames on http://www.sanitair-online.nl/,normal,FIXED,Core,7b8d0afa0421371b340f4fbd8dfb406cb93f192d7932c4e6d1c93b91e33d7660,pausa
ecma_3/Function/arguments-002.js FAIL,normal,FIXED,Core,99a12fdebc82e0b656ce3527a462abb5633956892a96a9ec5184d6fa2f7594d4,pausa
Enable PDF surface on OS/2,normal,FIXED,Core,cbeff621c2869b3abd7e1751cc298f627849bacaeaa6189f0cc75d812f7b3e61,pausa
crash on startup of my linux trunk build (on scrapper over vnc),normal,FIXED,Core,098cc7f9b8c874b596d31a5dd1633516f6f768ef061f9230b70efa220c2bc8b9,pausa
Unexpected whitespace at right of inline-block,normal,FIXED,Core,aed7ad0a2a00c94129e479af520ca3caacbd0c2eba4e10d8b9ca33338a8c4ec4,pausa
GetFullscreen crashes when mDocshell is null,normal,FIXED,Core,ed08ade00c32b73c99d27285d738ba206939880bb8f757122bfa4a54ed41c3f4,pausa
"Leak nsGenericDOMDataNode with <ol>, <li>, execCommand(""selectall"")",normal,FIXED,Core,9a231b493c67adeaa6031f460743085f02d06cdf87d71051b715715f1e506195,pausa
"Missing content with border-left on span, RTL and digits",normal,FIXED,Core,d780e3bd04ca187cc9bfa2effaf636b0f6ae1eb12f9854ef3c1c9b0724cba58a,pausa
"Leak AtomImpl with execCommand('outdent', ...)",normal,FIXED,Core,c1795aa4af6109e9e254d0e4cf35a7c9f9d5293585ab1f212b48caa466d480d6,pausa
"Non-namespaced ARIA role and property support in SVG, and possibly XUL",normal,FIXED,Core,d87e98a672ec67b88d52363ae943f04905ac2cc61448960136ccdf3e408b5ed5,pausa
Zooming and resizing window doesn't move scrollbar for hidden tabs,critical,FIXED,Core,12a4528a2d70e78922b1e69e5d246275d4fcab81f615d289930cf2c1139a6ece,stop
"""ASSERTION: Shouldn't be forcing a hidden scrollbar to show!"" with xul tree in <select>",normal,FIXED,Core,53ac496f3d7b2c112dc9510f3037687b80704c823656d695d65a805b7b8572c4,pausa
"Leak nsStringBuffer with <textarea contenteditable=""true""> and execCommand(""inserthtml"", ...)",normal,FIXED,Core,af6f7832a4488787e2d2a679e480f92f5bd11d821c6ea9affe5675c0ab1312d1,pausa
Nested listitems (xul) cause segfault,critical,FIXED,Core,54c14d57e91bd776b00afa24fe66d2abe4b598c2e028edafe5685a0d42fbfebf,stop
XSS by using XMLHttpRequest and event handler,normal,FIXED,Core,0b544aa84e0dc90e33cd0a0f04acd153ad77546f749f846553aa994c2ee51aa3,pausa
intl/uconv/tests build failure on Linux x86_64,normal,FIXED,Core,9eb2f74a70fcc36da813613b65b716db80ff74f171ef1dc6b788c694e4ac5ec4,pausa
nsIDOMFileList naming not consistent - fileList vs files,normal,FIXED,Core,0734b9b405ddfb9b67b29ead7c94dae0a2b2664b08af7cece5f8a54129b0c3db,pausa
function objects cloned by XPConnect keep hidden window alive late into shutdown,normal,FIXED,Core,5433dfc18683fc018de9acd22e1fad46f8062d265c79c7a3d0639c9f0f3301ff,pausa
"update ecma/Date/15.9.5.31-1.js, ecma/Date/15.9.5.35-1.js",normal,FIXED,Core,efa94016c26aec072a21e846e946fcfdf5d4eccf05750aa42a446bdc1fc3f844,pausa
remove some unused unconstrained width handling code,minor,FIXED,Core,88bc55b94c97d337d48fdb2a74fc6974bc3419a8a7c9f4964c9775594d89848f,play
Make doGetObjectPrincipal() faster.,normal,FIXED,Core,162535193aa2cb96b0ed6c8f2844da82e7968ad0a98683b8672f625990f4ab35,pausa
Crash [@ nsStyleSet::ResolveStyleFor],critical,FIXED,Core,3bc0ac48238db6abd45c548d91f8c41d0af85de7730283abe01f438a054ac4db,stop
Increase gData.pool RegExpPool size,normal,FIXED,Core,aaaf9bde00c86b9caacff0ad8a575eaa3a63ed73db19e38bbc4404376396626b,pausa
nsXBLService::GetBinding should use nsAutoTArray rather than nsTArray,normal,FIXED,Core,5ae686d5abba823379dc156df62a93fd28ff17815a319bbec2b317312b288819,pausa
JSObjects created by XPConnect don't share scopes.,normal,FIXED,Core,6e768ba0b38eddf1f09ad1d6e2f6fa4afbab1d010bc11243d773700aaf282257,pausa
The auto appending accesskey is in wrong position when an ellipsis exists at non-tail of the caption,normal,FIXED,Core,1fb76251344661812080d653b07c4ec80e8930bdc111742e4934efa7a35aacf5,pausa
"""ASSERTION: bad index"" in nsTextFragment.h with RLE",normal,FIXED,Core,db90e50fa6a800dce9816ca137606ef60fb019e2ecd40527fdc410c5662a2e53,pausa
Reduce browser.display.auto_quality_min_font_size,normal,FIXED,Core,655322462da10c6c6762b002da4ced50d4255653e945e18e946e3cb1b5e28c05,pausa
js_FindClassObject causes crashes with getter/setter,normal,FIXED,Core,2c0f779fcd521c6060090aeef28aabc0c177d47d1f5b12457ad1ffab47139f3f,pausa
Popup with left/top attributes can expand outside of content area,normal,FIXED,Core,6583efba1cf101f107bed6c8479002896b1ebf10794c14125409eed86ceffbda,pausa
Use a constant-size buffer in BMP decoder to reduce fragmentation,normal,FIXED,Core,5b027b1ee3c8384301cb15890eb9336f9fa8b4dae4b0e0645ffa7883964699c6,pausa
out of bounds read in BMP decoder can lead to information disclosure,critical,FIXED,Core,a81cfb4061a1f185f2e2f92507a81d44ee3aca48e720a91bb662eef8ede088c1,stop
"Multiple assertions with testcase that removes documentElement and uses DOMNodeRemoved event, including ""ASSERTION: initial containing block already created""",normal,FIXED,Core,e79e2cd94f5b1406dca70ef234205373426ffb83622ee9c30008b06fb825f649,pausa
"Getting ""Unsafe File Type"" error when accessing a site that does not exist.",normal,FIXED,Core,0e2d11778b76c0f14cad01944e8e2de4d1fb812b30de0767640b80a192bb352b,pausa
Don't copy list of event handlers in nsEventListenerManager::HandleEvent,normal,FIXED,Core,2e9d9f164d2b097f6f6dd284d155a9b4527cdeaf2bfe5579f445e018a861ce26,pausa
More events should walk the Gdk tree instead of being dropped,normal,FIXED,Core,39c415a729948cb00d2ea40ab4128cc9b02e2eba409b2d471adcf66ea0d340cf,pausa
The indicator doesn't look disabled in a disabled check menu item,normal,FIXED,Core,9315e6ab2a0a01a658ccf37548500489e7050cabd73cb12dcdb263db00a202ba,pausa
JS thread destructor callback races with GC,normal,FIXED,Core,5bcc18fd1e64936a917ce8abe5bec7c5e4f350a1fa3ab34d0613a87e407d1820,pausa
Tab is blanked when clicking an anchor link identical to the current url,normal,FIXED,Core,4d3468de76193200d324c138614a9e911a711f9949483147396124f201d15a99,pausa
Potential read of uninitialized data in cert viewer,normal,FIXED,Core,6912da95f928de82d79772c82abc2c5d5a539c7189d89257dde323e8e67396c2,pausa
polish Delete Server Certificate Exceptions dialog,normal,FIXED,Core,f2ff85beb305471a1b9ce5cc86d77f057f59c9d1c87987ae6acdbede4e32888d,pausa
--enable-optimize overrides module-specific optimization settings,normal,FIXED,Core,e813356543b47d168d488fb033ab42560dd28fd3136f65a9526c7f013c902434,pausa
avoid temporary arrays when cascading style rules,normal,FIXED,Core,749d49a11d80a13e8b81558f114374e8b00f2709feec4532f2c6f771a0105f28,pausa
nsCSSRuleProcessor::GetRuleCascade does unnecessary array churning,normal,FIXED,Core,347f5eef2f6105eca5416dc49d16b18ec4505fadbe2bb4f1580f89e641d0150d,pausa
Content inside a table can be displayed outside a table cell,normal,FIXED,Core,a7d5f5748a924e6b231fc2f0d20d38d04e9b4ad62f66ad23af7d8f41bbd70045,pausa
giving focus to tree before its populated crashes Thunderbird,critical,FIXED,Core,d4eb687c37de47e6dd1da19a1166a92bca62c75ed568298f64a1308708e20d3a,stop
Use QI tables for document classes,normal,FIXED,Core,fa6cf482108b3c42932ce264ff6cca39c04bc48c105c53f2953e2d29a54be29f,pausa
"FindPrimaryFrameFor might not, with floating first-letter",major,FIXED,Core,40fc9fadc7a64d3bb700baa99f06c1a4662cd0fa8164fa1fe003dae7a69eca81,pausa
"""ASSERTION: aFrame not the result of GetPrimaryFrameFor()?"" with floating :first-letter",normal,FIXED,Core,187f34d13b3ce67000851042c4c8db5e3cc715f110db3deff7e70eb5d8a9f871,pausa
"""ASSERTION: nsVoidArray::FastElementAt: index out of range"" with navigator.pendingOfflineLoads[0]",critical,FIXED,Core,dfa0aaf43d98709a6e2e5fa5708686f7b69194da33277d64632ba77ea271dc9f,stop
nsGenericElement and nsJSEventListener unlink improvements,normal,FIXED,Core,89e72d17ee9328e99a69d1a7a42512ed3d5d981b75d6c61ebd6c09f272fc649c,pausa
BCMapCellIterator::SetNewRowGroup makes no sense,normal,FIXED,Core,3c08556e2a94e38b27cc43dcc2750f3fe28caabb98d5ac2175738d4d9aab349f,pausa
"""function is not a function""",minor,FIXED,Core,1af67c9bebdbc956d3664eb8dac3ee356f8c2d8c7521810be61b968e5a61f4e6,play
Use pools and a separate heap for content,normal,FIXED,Core,d5c22c401f4d658fdbc90cb5485d645d338d6344e8fde10d7707744be24f6dd0,pausa
crash after changing layout.css.dpi,normal,FIXED,Core,0f68dd8213cdc2293256caf260a7f13016d4862e521b786cf90e8540b5136a8a,pausa
crash when closing a TAB (non-reproducible but with mini dump attached),normal,FIXED,Core,165e9fbc04b27f7b7ed6aa88067323276f68d47aa5e5e90e31f73b3830c58e82,pausa
Unable to access nsIDOMFile using [] operator,normal,FIXED,Core,c774aea66f08ae26cd2ba55a11c2f08b47aad1e4c489ab5b6de71b8bd23fc4ad,pausa
Add dehydra support for class/struct attributes,normal,FIXED,Core,a1e06a21f36a14afb2a2a7ffdf70876744ae39b0680eca7599ff78ab5c0611ac,pausa
Non-responsable on faulty type,critical,FIXED,Core,12c89b8574bf105b071bda71867198a69b2f48b410c5f799f533510f774245a6,stop
"""ASSERTION: unexpected frame count"" with float, percentage padding, <select>, table",normal,FIXED,Core,d92d356c02d6c1806314e1b7e66a21ac1515156647a82d9dd289118dd7a02bc9,pausa
XPinstall whitelist bypass using refresh after fix for bug 402649,normal,FIXED,Core,7a685e5b5aca02467ae837bc1a68dd2f78585c6ab8944fa9db774e0b2266b412,pausa
[10.5] Can't build with gcc 3.3 and an SDK on Leopard,normal,FIXED,Core,5a6d0dca7b2c70ba27c36a9b89f20701e2fa850359a71fc52b63e695d3234abd,pausa
XPCStringConvert::JSStringToReadable() is slow and malloc happy.,normal,FIXED,Core,cc0caf0040ceefa5e76c847acdf23c0d08f85664ec17629e23c1e50d3468abca,pausa
Scrolling stops when moving the mouse out of the window while dragging the scrollbar thumb,normal,FIXED,Core,7d421e1d243125d6468321532c6d4f16aa1697392be276a56849dbcdea77dbf7,pausa
window mouseout events aren't fired when the mouse leaves the windows by the sides.,normal,FIXED,Core,a69c81ac2ffac147c8bf951db2c9734d090af34a3880b65a72e61c8e8c57667e,pausa
"2007092004 trunk build's context menus respond on click, not on release",normal,FIXED,Core,9d1242a4d786b12b488974a907a47f24409c0813694c080b53e6bbf9f931eecd,pausa
Setting defaultSelected on options can make multiple options selected,normal,FIXED,Core,a4288deed64f607730daaca7f79e6ddeca45f59c9a2bd32c3ebabae15d59662e,pausa
nsDisplayBackground::GetBounds() should take nsITheme overflow into account,normal,FIXED,Core,ca46bc124859473e85ecdfe0c19f8b5e3ae5c75a3c9dc06421d40f401d5e04ff,pausa
Default buttons should be painted as such,normal,FIXED,Core,24f3e5f0fc05c30112161974579dcfc1606c5c65ba83c97f805a563566708aa1,pausa
Figure out client.mk pulling of optional L10n directories,normal,FIXED,Core,2e7d24aceae9f9e95bd61159b9bd02308690a36fe8d42e13392fbfe960daf6d5,pausa
"Garbled JA Tbird subjects after bug 381412, XSS variant still possible",normal,FIXED,Core,68ca668dba9291deb7290cd5419dd6fcb9e092c5314ad01be42308faf321fa48,pausa
"Crash [@ nsFrame::Destroy] with -moz-column, float, Chinese characters",critical,FIXED,Core,d956af6f81eaaa0f103276168fa3e1661e2ca0749333bf2e00cc8c7d3ecfd91c,stop
"""ASSERTION: nscoord addition will reach or pass nscoord_MAX"" on attachment 267831",normal,FIXED,Core,e76f1746c81df30ac18460e1b5b9d119b74ce23980946a3dd0f3ed12203c50ce,pausa
"Change assert to warning for ""nscoord addition will reach or pass nscoord_MAX""",normal,FIXED,Core,5ae350030adf1f4b18154a7302087c850505f9e7033c7aea6b39555a5c096bfb,pausa
"""ASSERTION: Some objects allocated with AllocateFrame were not freed"" with -moz-column, td",normal,FIXED,Core,bddee061ae62c72475ca5ba40dc2de2d2359441b01b71c4241ea07b3c6c2ba5a,pausa
The fix for bug 399298 can be circumvented by using .prototype getter,normal,FIXED,Core,334e03132356628a31b8d22bbcdcf5c90ef626c62324b99003e2c28d110d3069,pausa
XOW breaks instanceof,normal,FIXED,Core,2d02efebd2c7ffa6a69c7b702c9d294b7660aa2b86810721b23ad7baa96ad621,pausa
ZWNJ and ZWJ unicode characters are failing to render correctly.,normal,FIXED,Core,0c50f0db2bc40f8f503bec7789ed4dac37c3332576a8f45b4b0e4a060639ffc0,pausa
Bypassing XPCSafeJSObjectWrapper by redefining XPCSafeJSObjectWrapper,normal,FIXED,Core,4562cface275ea8741ebe2d049e7d866b665282c3d37cd8e2de3c2f133f6d93b,pausa
XPCSafeJSObjectWrapper calls untrusted functions during construction,normal,FIXED,Core,6047cae399db9c835173d94fd3d43f7b484e0a51dbf49355bff02001d9ec3d59,pausa
stop using NATIVE_THEBES_CONTEXT,normal,FIXED,Core,bda764a594e77e0254eadf800c4392bbd4899c79c2724cc8effc0c97dc95d839,pausa
Focused textfield loses focus when switching to another tab and back,normal,FIXED,Core,8612402bcd4a420e9bf540331f07761e92667aa2deed3c45ec1c0b3316dcc795,pausa
loadBindingDocument doesn't do any security checks,critical,FIXED,Core,63274f6dd2e5c550abe0adbc2eaeed09c48ab011d468789c30ba6facc4fb96af,stop
js.c: missing last character when using readline() on files,normal,FIXED,Core,6e1753b30e07c75dddc877429b44f3f778a06feb7ac1e102f366e6bf2d60e751,pausa
"Focus bug involving two pages, one of which contains a plugin",normal,FIXED,Core,2f9d3b14f73fa0fb89f968cd26403510c7f1de18f9df2de9ccf21a2b955eeb5a,pausa
Text highlight in gmail broken on Mac,normal,FIXED,Core,0681751d64694b4590d3b12f06d47237f9f97596d505de134be8e28131ffedc9,pausa
find as you type bar appears when triggered but accepts no input,normal,FIXED,Core,6e5d6c5185c1d8b70ac33c3a779f7250d651f6d561f2b654bb908233ff77ca83,pausa
narcissus - illegal token parsing return(whitespace|comment)\n,normal,FIXED,Core,0c9911fe608598a26805644af40a4d6f5d8b100d801ca9a20ffd42865ff49d66,pausa
"Hang/assertions with <select>, float, percentage margin",normal,FIXED,Core,654bccc229626ca1d869dc4189529554dfbb4bd5159a83d5ce56cc7fb0c451c8,pausa
"""Add exception"" leaks nsGlobalWindows",normal,FIXED,Core,77962da7b60d234e50ac259de1684618fb14919f698e45abf5c0a4a7bf1d2d18,pausa
Using large images as background for the 'body' don't render in Cairo,normal,FIXED,Core,b9065e95af5a67303decb9a32a461fc65c55a7ce9cd7c10ef08f42f0791b03a4,pausa
Unusable <select> when container showed on hover,normal,FIXED,Core,086952ac136bb72e8c30dc0e9e7eb50d85e80485049d521845d2e4ff877b3883,pausa
Port bug 305679 to Toolkit,minor,FIXED,Core,72cec7d701aa5413d67ad5d1bf72c44fa163444e3874e4a501a2c868f6d4abfd,play
ASSERTION: JoinNode called with node not listed in offset table while editing HTML email in GMail,normal,FIXED,Core,8517a80ec9fcee2ddc9c9dbf486acbfeffb9069660add46ef54d9b788a07e5df,pausa
Native theming should set the correct orientation on underlying gtk objects before drawing,normal,FIXED,Core,d5cd4f48c8bc46e255cc77e84025d5ed64199738e4e80ce40a6997c0c7e3fdfd,pausa
no borders for a lot of ok/default buttons,normal,FIXED,Core,3a2c429bc05c723ca539d2a8f2348e88653621f895a61355fd240d968fc9963f,pausa
Space between embedded objects characters is missing,normal,FIXED,Core,6ca73b2e33c1c0792c6615d825ad6fadcaf98bdfed1f51c27ea08829da47cb17,pausa
"Leak BandRect with -moz-column, float",normal,FIXED,Core,ca4d162dca0b3f102a51a6c54fc4a6c1103b0c4cc8007e8827ca2633e828603f,pausa
"Inconsistent display of <input type=""image""> when ""alt"" attribute is removed",minor,FIXED,Core,da67fe3b94dfa1bd546d6ddb3e206a5d7c40562a1c7f796a3ea01ae74ba5b934,play
Regression - Redrawing screen is not always called when there are changes to DOM,normal,FIXED,Core,b645e813bbdefe70ea58a4172cd1a802cfe16c5523a15b098d93c7f25757eca8,pausa
Missing library deps,normal,FIXED,Core,7842f54d4daf754b15aebc2c159e29bf8e3bd811e783bf6c8bf1be837a184e4d,pausa
Print Preview shows 84 pages on nytimes.com front page,normal,FIXED,Core,384413a46092fbf05df234ab4a521b51c9cc81030c6b617322f527ea56a8289e,pausa
FCK Editor nolonger working on Firefox trunk,normal,FIXED,Core,77e4fb43f3f61e544ee67bdf183c53b6ae116761f3d18d3287d21ec6ddb11c69,pausa
Allow xpcconvert to see if a script has xpcnativewrappers=no,normal,FIXED,Core,24ee07e1eb3fa7ecff4d944b1b6342a6c845c8522b3d666b3914c23ec4921e4d,pausa
Embedded SVG object disappears when zooming or in Print Preview,normal,FIXED,Core,cd59f12322ca28ecf9255a2a9a40ecd55ba09ad4e2463eed006a340217fc67df,pausa
SVG handling does not work any longer,normal,FIXED,Core,82085d6fa680d47cbe617c26bb5806cfba9bcdc800e64316ee980c9511e8ef07,pausa
20071213 trunk crash when visiting protopage.com @ all platforms,normal,FIXED,Core,4fa54d872f897068af77512e40034e147164cece377b99c75618f2dca0286038,pausa
Some frames of this animated gif image looks slightly distorted,normal,FIXED,Core,491c70ffa66c94d1436dbaac8e1aeb02f377eff228879a3f3e86a3c69c5839df,pausa
"""ASSERTION: lost track of line breaks somehow"" with -moz-column, text-transform, rtl",normal,FIXED,Core,c7d600813c71250b02d6e3714e42a1b4d01b342353f955d44fc317f75dd0c238,pausa
"""ASSERTION: Creating ContinuingTextFrame, but there is no more content"" with -moz-column, rtl",major,FIXED,Core,cbc507870c6bbde968f57c1e65e691b796d7b8cd884cfd53871207d7b7f4595a,pausa
"Crash [@ nsFrameManager::ReResolveStyleContext] with popupgroup, treecols, nativescrollbar and (re)moving things",critical,FIXED,Core,4ecb54936e06c85e95123df907a5a20741d5f5d5dcb8ce24d0b60c791f4f2f02,stop
SVG text with percentage positioning not shown correctly,normal,FIXED,Core,56d4a065d3638e2b31b94463f161ba989efee1909141d7d6ffc473f7d729a879,pausa
first time display of SVG fails. see example,normal,FIXED,Core,69bd12df5d9028d9e951402e3b553496bb63ea87f3221b7a1b6baac0faac046b,pausa
refresh on resize broken for use mask,normal,FIXED,Core,0101da8a455249d0477661bf089893fd9601ee97326b0a18b4b92dc389b2de74,pausa
window.__proto__.__proto__ = window creates __proto__ cycles with XOW,normal,FIXED,Core,0d4d769d67b3f15e74f11b3f61b00ba16e3bbe1025a0dad09dbb59354fc32d8c,pausa
"Reserved word ""Namespace"" can no longer be overloaded",normal,FIXED,Core,7ea31e9f2def957497723b604b50f25ea1fe7dda95815c980d02f83e51b2987f,pausa
"ASSERTION: can't mark frame dirty during reflow: '!mIsReflowing', file layout/base/nsPresShell.cpp, line 3099 resizing given URL",normal,FIXED,Core,8c7b92cf9918abbdee12ad5aca985c4e5628dcf6677695184f6689f14eade463,pausa
js_DoubleToECMA(u)Int32 has an unused cx param,normal,FIXED,Core,916ebb3cde408467f3e4ba3db2122fcb45cb9c3a59d0976baaabd76a52d57ee1,pausa
